날짜,종가,시가,고가,저가,거래량,변동 %
2017-06-20,"2,754.40","2,616.80","2,800.50","2,614.00",111.30K,5.26%
2017-06-19,"2,616.80","2,539.60","2,617.80","2,518.80",81.83K,3.04%
2017-06-18,"2,539.60","2,655.10","2,676.00","2,488.60",92.00K,-4.35%
2017-06-17,"2,655.10","2,508.60","2,690.70","2,454.80",95.95K,5.84%
2017-06-16,"2,508.60","2,442.50","2,536.40","2,335.30",117.21K,2.71%
2017-06-15,"2,442.50","2,467.30","2,521.60","2,125.60",262.79K,-1.01%
2017-06-14,"2,467.30","2,713.00","2,803.70","2,349.00",174.19K,-9.06%
2017-06-13,"2,713.00","2,656.80","2,784.80","2,647.40",116.74K,2.12%
2017-06-12,"2,656.80","2,973.40","2,985.10","2,483.60",217.96K,-10.65%
2017-06-11,"2,973.40","2,900.30","2,977.90","2,867.30",83.03K,2.52%
2017-06-10,"2,900.30","2,811.40","2,914.20","2,807.40",86.52K,3.16%
2017-06-09,"2,811.40","2,798.80","2,852.10","2,786.10",67.05K,0.45%
2017-06-08,"2,798.80","2,691.50","2,808.40","2,623.60",95.42K,3.99%
2017-06-07,"2,691.50","2,870.50","2,880.90","2,626.60",122.68K,-6.24%
2017-06-06,"2,870.50","2,705.00","2,931.20","2,699.70",192.23K,6.12%
2017-06-05,"2,705.00","2,524.10","2,705.40","2,523.90",86.69K,7.17%
2017-06-04,"2,524.10","2,545.40","2,559.80","2,478.20",59.48K,-0.84%
2017-06-03,"2,545.40","2,492.60","2,582.80","2,449.90",70.96K,2.12%
2017-06-02,"2,492.60","2,412.60","2,494.00","2,385.60",83.03K,3.31%
2017-06-01,"2,412.60","2,303.30","2,460.80","2,303.30",122.70K,4.75%
2017-05-31,"2,303.30","2,192.60","2,330.60","2,168.40",117.75K,5.05%
2017-05-30,"2,192.60","2,278.20","2,329.30","2,147.10",120.96K,-3.76%
2017-05-29,"2,278.20","2,189.00","2,337.40","2,117.30",92.24K,4.07%
2017-05-28,"2,189.00","2,052.40","2,300.50","2,051.10",125.00K,6.66%
2017-05-27,"2,052.40","2,244.90","2,322.40","1,868.60",222.95K,-8.57%
2017-05-26,"2,244.90","2,307.00","2,616.50","2,051.40",191.49K,-2.70%
2017-05-25,"2,307.20","2,445.30","2,781.80","2,210.50",248.44K,-5.65%
2017-05-24,"2,445.30","2,272.60","2,497.00","2,263.30",149.26K,7.60%
2017-05-23,"2,272.60","2,124.40","2,286.30","2,110.80",114.18K,6.97%
2017-05-22,"2,124.40","2,044.20","2,264.80","1,998.60",174.38K,3.92%
2017-05-21,"2,044.20","2,040.20","2,094.90","1,980.10",78.78K,0.20%
2017-05-20,"2,040.20","1,962.00","2,048.40","1,944.40",89.86K,3.98%
2017-05-19,"1,962.00","1,881.00","1,969.70","1,875.30",98.76K,4.31%
2017-05-18,"1,881.00","1,801.30","1,980.50","1,791.10",73.10K,4.42%
2017-05-17,"1,801.30","1,729.30","1,842.80","1,704.00",94.62K,4.16%
2017-05-16,"1,729.30","1,708.90","1,752.60","1,653.70",75.54K,1.19%
2017-05-15,"1,708.90","1,772.60","1,776.70","1,656.80",80.24K,-3.59%
2017-05-14,"1,772.60","1,763.70","1,802.80","1,736.10",40.64K,0.50%
2017-05-13,"1,763.70","1,686.40","1,770.50","1,594.60",75.47K,4.59%
2017-05-12,"1,686.40","1,819.30","1,822.50","1,641.20",109.34K,-7.31%
2017-05-11,"1,819.30","1,752.30","1,864.80","1,741.50",109.01K,3.82%
2017-05-10,"1,752.30","1,697.50","1,766.20","1,665.00",89.68K,3.23%
2017-05-09,"1,697.50","1,664.50","1,757.40","1,620.00",127.23K,1.98%
2017-05-08,"1,664.50","1,554.40","1,667.70","1,552.90",107.23K,7.08%
2017-05-07,"1,554.40","1,545.30","1,572.90","1,495.20",71.36K,0.59%
2017-05-06,"1,545.30","1,507.80","1,560.40","1,503.90",59.60K,2.49%
2017-05-05,"1,507.80","1,516.80","1,588.10","1,485.00",120.38K,-0.59%
2017-05-04,"1,516.80","1,485.60","1,609.80","1,437.10",136.71K,2.10%
2017-05-03,"1,485.60","1,445.90","1,496.40","1,424.10",81.72K,2.74%
2017-05-02,"1,445.90","1,415.80","1,471.10","1,394.80",70.01K,2.13%
2017-05-01,"1,415.80","1,351.90","1,448.70","1,342.80",100.44K,4.73%
2017-04-30,"1,351.90","1,336.30","1,358.90","1,309.70",40.64K,1.17%
2017-04-29,"1,336.30","1,329.60","1,343.70","1,314.20",40.97K,0.50%
2017-04-28,"1,329.60","1,332.90","1,356.20","1,287.60",77.57K,-0.25%
2017-04-27,"1,332.90","1,286.60","1,346.80","1,285.30",61.77K,3.60%
2017-04-26,"1,286.60","1,264.30","1,309.20","1,263.00",58.91K,1.77%
2017-04-25,"1,264.30","1,248.20","1,272.60","1,244.20",43.89K,1.29%
2017-04-24,"1,248.20","1,249.10","1,256.40","1,234.90",38.54K,-0.08%
2017-04-23,"1,249.10","1,240.90","1,256.20","1,223.10",42.61K,0.66%
2017-04-22,"1,240.90","1,249.60","1,257.00","1,215.80",43.82K,-0.70%
2017-04-21,"1,249.60","1,238.10","1,257.00","1,235.60",41.34K,0.93%
2017-04-20,"1,238.10","1,215.20","1,246.60","1,210.70",55.20K,1.88%
2017-04-19,"1,215.20","1,206.10","1,218.20","1,194.10",43.35K,0.76%
2017-04-18,"1,206.10","1,194.00","1,213.90","1,191.10",52.75K,1.01%
2017-04-17,"1,194.00","1,176.80","1,203.00","1,172.80",46.48K,1.46%
2017-04-16,"1,176.80","1,177.00","1,188.00","1,166.70",18.93K,-0.02%
2017-04-15,"1,177.00","1,177.30","1,194.80",841.5,28.39K,-0.03%
2017-04-14,"1,177.30","1,176.20","1,195.40","1,162.20",47.22K,0.10%
2017-04-13,"1,176.20","1,212.50","1,218.70","1,150.30",66.05K,-3.00%
2017-04-12,"1,212.50","1,220.70","1,225.50","1,207.40",44.78K,-0.67%
2017-04-11,"1,220.70","1,206.70","1,229.60","1,195.80",37.40K,1.16%
2017-04-10,"1,206.70","1,204.30","1,214.90","1,194.80",40.01K,0.20%
2017-04-09,"1,204.30","1,180.80","1,215.10","1,174.00",45.35K,2.00%
2017-04-08,"1,180.80","1,190.50","1,198.20","1,166.70",33.18K,-0.82%
2017-04-07,"1,190.50","1,188.70","1,201.20","1,173.20",59.75K,0.15%
2017-04-06,"1,188.70","1,129.90","1,201.60","1,130.50",92.36K,5.21%
2017-04-05,"1,129.90","1,141.80","1,143.80","1,110.10",69.47K,-1.04%
2017-04-04,"1,141.80","1,147.60","1,161.20","1,122.20",71.00K,-0.50%
2017-04-03,"1,147.60","1,097.40","1,157.90","1,095.60",98.50K,4.57%
2017-04-02,"1,097.40","1,086.10","1,109.50","1,074.20",70.98K,1.04%
2017-04-01,"1,086.10","1,079.10","1,103.70","1,067.50",50.66K,0.65%
2017-03-31,"1,079.10","1,037.90","1,088.20","1,035.20",90.99K,3.97%
2017-03-30,"1,037.90","1,041.90","1,052.70","1,020.90",74.99K,-0.38%
2017-03-29,"1,041.90","1,044.40","1,058.70","1,008.30",68.85K,-0.24%
2017-03-28,"1,044.40","1,045.10","1,068.40","1,015.50",80.00K,-0.07%
2017-03-27,"1,045.10",969.4,"1,048.80",961.8,91.26K,7.81%
2017-03-26,969.4,966.3,"1,004.30",946.7,85.33K,0.32%
2017-03-25,966.3,939.7,996,890.4,127.05K,2.83%
2017-03-24,939.7,"1,035.00","1,038.40",927.3,132.60K,-9.21%
2017-03-23,"1,035.00","1,044.70","1,062.80","1,022.00",56.52K,-0.93%
2017-03-22,"1,044.70","1,121.30","1,121.90",997.8,115.29K,-6.83%
2017-03-21,"1,121.30","1,047.50","1,125.50","1,043.90",92.59K,7.04%
2017-03-20,"1,047.50","1,022.60","1,057.50","1,005.00",61.43K,2.44%
2017-03-19,"1,022.60",971.4,"1,063.70",967.3,106.45K,5.27%
2017-03-18,971.4,"1,071.70","1,103.60",940.2,210.42K,-9.36%
2017-03-17,"1,071.70","1,172.90","1,174.90","1,063.50",163.74K,-8.63%
2017-03-16,"1,172.90","1,253.40","1,260.20","1,119.00",132.77K,-6.43%
2017-03-15,"1,253.40","1,243.10","1,256.90","1,236.40",43.59K,0.83%
2017-03-14,"1,243.10","1,238.20","1,255.50","1,218.40",45.14K,0.40%
2017-03-13,"1,238.20","1,225.10","1,245.60","1,205.60",60.46K,1.07%
2017-03-12,"1,225.10","1,179.20","1,235.50","1,160.90",44.41K,3.89%
2017-03-11,"1,179.20","1,112.40","1,202.70","1,104.80",70.75K,6.01%
2017-03-10,"1,112.40","1,191.30","1,330.40",988.7,190.47K,-6.63%
2017-03-09,"1,191.30","1,147.00","1,207.00","1,129.30",59.86K,3.87%
2017-03-08,"1,147.00","1,232.70","1,242.00","1,136.90",97.88K,-6.95%
2017-03-07,"1,232.70","1,277.00","1,280.90","1,148.70",87.72K,-3.47%
2017-03-06,"1,277.00","1,271.20","1,280.60","1,261.00",31.03K,0.46%
2017-03-05,"1,271.20","1,264.30","1,273.30","1,242.10",25.43K,0.55%
2017-03-04,"1,264.30","1,283.30","1,285.80","1,228.70",38.42K,-1.48%
2017-03-03,"1,283.30","1,255.50","1,291.30","1,250.80",67.28K,2.22%
2017-03-02,"1,255.50","1,222.70","1,287.00","1,212.00",78.49K,2.68%
2017-03-01,"1,222.70","1,189.30","1,225.00","1,154.60",51.15K,2.81%
2017-02-28,"1,189.30","1,188.80","1,208.20","1,175.80",50.58K,0.04%
2017-02-27,"1,188.80","1,171.60","1,195.80","1,164.30",35.47K,1.47%
2017-02-26,"1,171.60","1,149.10","1,177.50","1,130.60",30.77K,1.96%
2017-02-25,"1,149.10","1,176.50","1,180.00","1,116.20",45.86K,-2.33%
2017-02-24,"1,176.50","1,171.90","1,211.70","1,092.40",108.17K,0.39%
2017-02-23,"1,171.90","1,120.50","1,181.60","1,113.50",65.74K,4.59%
2017-02-22,"1,120.50","1,119.00","1,132.30","1,094.80",47.91K,0.13%
2017-02-21,"1,119.00","1,077.60","1,123.00","1,073.50",57.05K,3.85%
2017-02-20,"1,077.60","1,048.90","1,081.80","1,041.00",31.01K,2.73%
2017-02-19,"1,048.90","1,052.30","1,056.50","1,037.70",17.95K,-0.32%
2017-02-18,"1,052.30","1,049.40","1,063.20","1,044.70",25.36K,0.27%
2017-02-17,"1,049.40","1,031.90","1,057.40","1,025.90",45.71K,1.69%
2017-02-16,"1,031.90","1,008.20","1,040.30","1,007.40",38.08K,2.35%
2017-02-15,"1,008.20","1,008.30","1,010.90",999.7,23.36K,-0.01%
2017-02-14,"1,008.30",995.4,"1,013.80",986.5,39.54K,1.30%
2017-02-13,995.4,996.5,"1,007.60",975.1,32.91K,-0.12%
2017-02-12,996.5,"1,008.30","1,007.80",992.5,14.75K,-1.17%
2017-02-11,"1,008.30",997.6,"1,014.30",983.9,28.32K,1.07%
2017-02-10,997.6,979,"1,005.60",947,62.13K,1.91%
2017-02-09,979,"1,055.50","1,073.00",924.7,146.75K,-7.25%
2017-02-08,"1,055.50","1,049.60","1,069.20","1,020.30",65.15K,0.56%
2017-02-07,"1,049.60","1,024.70","1,054.10","1,019.90",39.55K,2.43%
2017-02-06,"1,024.70","1,016.10","1,030.60","1,010.80",32.02K,0.84%
2017-02-05,"1,016.10","1,031.80","1,033.70","1,004.00",31.06K,-1.53%
2017-02-04,"1,031.80","1,013.00","1,041.00","1,000.40",39.46K,1.86%
2017-02-03,"1,013.00","1,004.00","1,023.70",989.2,61.67K,0.90%
2017-02-02,"1,004.00",982.4,"1,009.10",973.5,50.86K,2.19%
2017-02-01,982.4,965.5,986.6,959.8,45.22K,1.75%
2017-01-31,965.5,920.7,967.5,917.4,54.67K,4.86%
2017-01-30,920.7,914.5,922.3,911.5,19.06K,0.68%
2017-01-29,914.5,918.5,922.4,912.7,11.05K,-0.43%
2017-01-28,918.5,918,921.9,912.8,14.31K,0.05%
2017-01-27,918,915.6,922.6,907.9,30.97K,0.27%
2017-01-26,915.6,894.4,919.3,893.5,33.80K,2.36%
2017-01-25,894.4,893.8,905.7,883.6,37.90K,0.07%
2017-01-24,893.8,921.5,925.6,889.2,58.87K,-3.01%
2017-01-23,921.5,918.8,928,910.8,32.74K,0.29%
2017-01-22,918.8,919.8,938.4,888.6,47.93K,-0.11%
2017-01-21,919.8,892.9,928.9,889.5,40.38K,3.02%
2017-01-20,892.9,895.2,901.5,878.9,38.87K,-0.26%
2017-01-19,895.2,872,905.3,870.7,58.44K,2.66%
2017-01-18,872,899.7,913.7,845.9,69.26K,-3.07%
2017-01-17,899.7,827.3,906.4,825,82.21K,8.74%
2017-01-16,827.3,821.2,836.7,817.7,33.22K,0.75%
2017-01-15,821.2,819.6,826.4,808.6,24.40K,0.19%
2017-01-14,819.6,824.8,838.9,808.3,44.21K,-0.63%
2017-01-13,824.8,810.1,835,771,89.86K,1.82%
2017-01-12,810.1,785.4,828.2,739.5,120.24K,3.14%
2017-01-11,785.4,904.4,917.7,751.6,194.44K,-13.15%
2017-01-10,904.4,899.8,911.3,890.1,53.71K,0.51%
2017-01-09,899.8,900.9,910.5,870.9,62.58K,-0.12%
2017-01-08,900.9,888.9,936.1,875.8,76.91K,1.35%
2017-01-07,888.9,886.2,900.9,806.7,130.66K,0.31%
2017-01-06,886.2,989.3,"1,027.40",852.5,194.29K,-10.43%
2017-01-05,989.3,"1,135.40","1,150.60",874.5,240.01K,-12.86%
2017-01-04,"1,135.40","1,033.30","1,148.50","1,022.30",156.27K,9.88%
2017-01-03,"1,033.30","1,017.00","1,035.50","1,006.50",54.79K,1.60%
2017-01-02,"1,017.00",995.4,"1,031.70",990.2,64.95K,2.17%
2017-01-01,995.4,963.4,"1,001.60",956.1,41.15K,3.33%
2016-12-31,963.4,959,965.5,942.4,27.56K,0.45%
2016-12-30,959,971.1,971.6,927.4,70.84K,-1.24%
2016-12-29,971.1,972.2,982.6,949.2,61.13K,-0.11%
2016-12-28,972.2,925.8,974.5,925.5,77.29K,5.01%
2016-12-27,925.8,898.4,937.9,893.4,49.69K,3.05%
2016-12-26,898.4,891.1,909.3,885.9,38.79K,0.82%
2016-12-25,891.1,891.1,895.2,851.4,42.48K,0.00%
2016-12-24,891.1,917.2,920.5,880.8,46.03K,-2.85%
2016-12-23,917.2,860.2,920.3,858,102.22K,6.63%
2016-12-22,860.2,829.2,874.7,828.9,70.56K,3.73%
2016-12-21,829.2,799.1,833.1,796,65.29K,3.77%
2016-12-20,799.1,789.8,800,787.1,34.48K,1.18%
2016-12-19,789.8,789,793.7,786.3,25.46K,0.10%
2016-12-18,789,787.2,791.3,783.8,14.53K,0.23%
2016-12-17,787.2,782,791.6,779.4,23.58K,0.65%
2016-12-16,782,775.2,783.9,773.3,27.61K,0.88%
2016-12-15,775.2,776.5,780.3,773.1,26.22K,-0.17%
2016-12-14,776.5,778.7,780.8,771,24.78K,-0.29%
2016-12-13,778.7,778.5,790.3,767.8,33.11K,0.03%
2016-12-12,778.5,767.9,781.3,767.9,28.76K,1.38%
2016-12-11,767.9,774,774.2,763,17.14K,-0.79%
2016-12-10,774,770.5,777,769.2,18.02K,0.46%
2016-12-09,770.5,768.5,773.5,765,24.18K,0.26%
2016-12-08,768.5,765.6,773.4,761.2,28.78K,0.38%
2016-12-07,765.6,758.2,769,754.3,34.87K,0.97%
2016-12-06,758.2,754.3,762.5,750.9,33.43K,0.51%
2016-12-05,754.3,766.4,769.2,746,51.17K,-1.57%
2016-12-04,766.4,764.2,769.2,758.8,19.16K,0.28%
2016-12-03,764.2,770.9,772.3,755.8,38.45K,-0.87%
2016-12-02,770.9,752.6,779,752.3,63.22K,2.43%
2016-12-01,752.6,742.5,755.5,741.1,54.03K,1.37%
2016-11-30,742.5,732.6,745.4,730.6,39.28K,1.36%
2016-11-29,732.6,733.3,737,727.8,32.57K,-0.10%
2016-11-28,733.3,729.4,738.1,727.7,34.12K,0.53%
2016-11-27,729.4,734.1,738.3,727.1,21.35K,-0.64%
2016-11-26,734.1,740.4,741,725.6,22.58K,-0.84%
2016-11-25,740.4,735.3,741.3,729,28.85K,0.69%
2016-11-24,735.3,741.1,744.2,726.2,37.24K,-0.78%
2016-11-23,741.1,749.3,750.9,731.3,37.87K,-1.10%
2016-11-22,749.3,736.2,754,730.6,44.44K,1.79%
2016-11-21,736.2,728.5,744.3,726.5,32.51K,1.05%
2016-11-20,728.5,747.9,752.3,712.8,47.42K,-2.59%
2016-11-19,747.9,747,755.3,737.4,25.63K,0.12%
2016-11-18,747,737.5,751.4,731,39.71K,1.28%
2016-11-17,737.5,740.3,751.9,730.1,62.77K,-0.37%
2016-11-16,740.3,711.1,746,708.1,79.57K,4.10%
2016-11-15,711.1,704.6,716.9,697.9,41.40K,0.93%
2016-11-14,704.6,702,708,696.1,37.75K,0.37%
2016-11-13,702,704.3,705.6,685,36.14K,-0.33%
2016-11-12,704.3,715,717.4,701.1,27.60K,-1.50%
2016-11-11,715,714.6,719.8,711.7,25.58K,0.06%
2016-11-10,714.6,721.4,723,707.3,33.33K,-0.95%
2016-11-09,721.4,710.9,741.2,707.1,70.70K,1.48%
2016-11-08,710.9,705.4,714.6,701,39.73K,0.78%
2016-11-07,705.4,709.9,711.7,698.3,30.74K,-0.64%
2016-11-06,709.9,702.1,714.1,697.6,25.81K,1.11%
2016-11-05,702.1,702.1,706.4,694,22.02K,0.00%
2016-11-04,702.1,684.9,706.6,681.3,48.24K,2.51%
2016-11-03,684.9,733.5,744.4,670.4,96.41K,-6.63%
2016-11-02,733.5,726.8,735.8,718.1,39.04K,0.93%
2016-11-01,726.8,698.7,734.4,695.2,68.07K,4.02%
2016-10-31,698.7,697.3,707.2,682.2,38.05K,0.20%
2016-10-30,697.3,715,714.9,689.5,39.33K,-2.47%
2016-10-29,715,686.2,720.2,685.2,54.03K,4.18%
2016-10-28,686.2,682.3,688.4,678.6,38.97K,0.58%
2016-10-27,682.3,674.7,687.9,672.3,46.56K,1.13%
2016-10-26,674.7,651,678.4,651.4,47.67K,3.64%
2016-10-25,651,650.5,662.5,647.7,36.74K,0.08%
2016-10-24,650.5,653,654.3,645.7,33.24K,-0.39%
2016-10-23,653,655.5,661.2,648.8,21.91K,-0.37%
2016-10-22,655.5,630.5,659.9,629.7,37.10K,3.97%
2016-10-21,630.5,628.3,633.3,627.6,28.09K,0.34%
2016-10-20,628.3,629.1,630.8,625.5,20.94K,-0.11%
2016-10-19,629.1,635.3,637.3,624.1,35.29K,-0.99%
2016-10-18,635.3,637.4,639.3,632.2,24.60K,-0.32%
2016-10-17,637.4,640.1,641.3,634.9,27.69K,-0.43%
2016-10-16,640.1,637,642.2,636.4,12.89K,0.49%
2016-10-15,637,637.9,641.4,635.1,12.38K,-0.14%
2016-10-14,637.9,635.6,640.5,630.7,31.42K,0.37%
2016-10-13,635.6,636,639.5,632.3,25.62K,-0.06%
2016-10-12,636,640.5,642.5,632.2,26.95K,-0.70%
2016-10-11,640.5,617.3,642.3,615.6,55.77K,3.75%
2016-10-10,617.3,615.8,618.8,612.8,25.23K,0.25%
2016-10-09,615.8,617.7,618.3,613,13.43K,-0.30%
2016-10-08,617.7,616,619.6,614.9,13.62K,0.26%
2016-10-07,616,611,619.4,609.1,32.73K,0.83%
2016-10-06,611,611.8,612.7,608.5,21.63K,-0.14%
2016-10-05,611.8,609,613.7,608,23.40K,0.47%
2016-10-04,609,611.6,612.7,606.5,24.99K,-0.43%
2016-10-03,611.6,610.7,613.2,608.5,21.95K,0.15%
2016-10-02,610.7,613.4,614.2,607.7,16.54K,-0.44%
2016-10-01,613.4,608.1,615,607.1,16.93K,0.87%
2016-09-30,608.1,604.7,608.8,602.3,23.95K,0.57%
2016-09-29,604.7,604.7,607.2,602,25.32K,0.00%
2016-09-28,604.7,605.5,606.9,602.6,18.94K,-0.13%
2016-09-27,605.5,606.5,609,601.7,25.55K,-0.18%
2016-09-26,606.5,601.5,608.5,598.2,27.51K,0.84%
2016-09-25,601.5,602.6,604.9,598.3,13.28K,-0.18%
2016-09-24,602.6,602.9,605.9,600.5,13.47K,-0.05%
2016-09-23,602.9,595.6,603.7,594.1,25.92K,1.22%
2016-09-22,595.6,597.2,599.8,592.8,22.44K,-0.26%
2016-09-21,597.2,609.2,608.8,591.7,36.86K,-1.98%
2016-09-20,609.2,609.8,611.3,605.9,22.61K,-0.10%
2016-09-19,609.8,610.7,612.4,607,21.24K,-0.14%
2016-09-18,610.7,607.1,612.4,605.2,16.33K,0.60%
2016-09-17,607.1,607.8,609.6,604.5,15.89K,-0.12%
2016-09-16,607.8,608.1,610.4,605.2,21.85K,-0.05%
2016-09-15,608.1,609.5,610.7,605.1,22.69K,-0.23%
2016-09-14,609.5,608.6,612.2,606.4,24.24K,0.15%
2016-09-13,608.6,608,612,604.9,27.52K,0.10%
2016-09-12,608,605.6,610.6,603,27.95K,0.39%
2016-09-11,605.6,624.5,630.8,592.8,36.54K,-3.03%
2016-09-10,624.5,623.2,627.5,621.1,15.28K,0.22%
2016-09-09,623.2,625.6,627.6,617.3,28.33K,-0.39%
2016-09-08,625.6,613.2,629.3,611.3,36.33K,2.02%
2016-09-07,613.2,610.4,616.5,606.2,30.03K,0.45%
2016-09-06,610.4,605.8,612,603.5,24.33K,0.77%
2016-09-05,605.8,609.5,610.6,598.8,25.29K,-0.62%
2016-09-04,609.5,598.8,615.2,590.8,30.69K,1.79%
2016-09-03,598.8,575.3,605,572.6,35.70K,4.09%
2016-09-02,575.3,572,577.6,569.3,26.61K,0.58%
2016-09-01,572,573.9,705,569.4,25.87K,-0.33%
2016-08-31,573.9,577.3,578.3,571.7,24.93K,-0.60%
2016-08-30,577.3,574.2,579.9,572.5,27.48K,0.54%
2016-08-29,574.2,575,578.6,571.4,23.86K,-0.13%
2016-08-28,575,570.3,576.3,569.2,12.83K,0.81%
2016-08-27,570.3,579.4,580.4,567.3,18.69K,-1.56%
2016-08-26,579.4,578,582.7,575.8,21.17K,0.24%
2016-08-25,578,579.7,580.7,570.8,32.73K,-0.29%
2016-08-24,579.7,583.6,584.5,576.8,28.06K,-0.67%
2016-08-23,583.6,587.5,589.9,578.6,32.08K,-0.67%
2016-08-22,587.5,580.7,591.9,577.1,33.56K,1.17%
2016-08-21,580.7,582.6,585.3,577.8,14.16K,-0.33%
2016-08-20,582.6,574.6,583.5,572.3,23.12K,1.40%
2016-08-19,574.6,573.4,577.9,566.3,25.53K,0.20%
2016-08-18,573.4,572.3,579.5,570.8,30.39K,0.18%
2016-08-17,572.3,580.2,581.1,568.7,32.76K,-1.35%
2016-08-16,580.2,567,583.4,563.4,37.69K,2.34%
2016-08-15,567,569.1,575,559.3,33.77K,-0.37%
2016-08-14,569.1,584.6,585.8,559.9,33.07K,-2.66%
2016-08-13,584.6,587.1,590.1,582.8,19.30K,-0.43%
2016-08-12,587.1,587.8,591.1,582.2,25.50K,-0.12%
2016-08-11,587.8,590.9,599.2,585.4,39.83K,-0.52%
2016-08-10,590.9,585.3,600.5,580.9,49.57K,0.97%
2016-08-09,585.3,589.2,591.2,581.1,25.97K,-0.68%
2016-08-08,589.2,590.8,594.2,585.4,24.88K,-0.27%
2016-08-07,590.8,586.5,596,580.9,26.20K,0.75%
2016-08-06,586.5,574.7,596.7,565.3,25.38K,2.05%
2016-08-05,574.7,576.2,580,565.8,27.89K,-0.27%
2016-08-04,576.2,566.4,584.9,559.5,44.82K,1.73%
2016-08-03,566.4,513.4,573.1,514.1,85.93K,10.32%
2016-08-02,513.4,607,613.8,471.4,130.91K,-15.42%
2016-08-01,607,621.9,627.9,603.5,66.66K,-2.39%
2016-07-31,621.9,654.7,654.9,621.4,62.89K,-5.02%
2016-07-30,654.7,655.4,657.5,652.1,19.35K,-0.11%
2016-07-29,655.4,654.1,657.4,651,27.04K,0.20%
2016-07-28,654.1,654.5,658,650.8,28.11K,-0.06%
2016-07-27,654.5,654.4,659.1,646,29.89K,0.02%
2016-07-26,654.4,654,657.8,643.5,49.39K,0.06%
2016-07-25,654,659.3,662.5,651.1,34.38K,-0.80%
2016-07-24,659.3,655.2,664.2,651,29.82K,0.63%
2016-07-23,655.2,651.1,658.2,648,29.89K,0.62%
2016-07-22,651.1,664.6,669.4,645.7,65.90K,-2.03%
2016-07-21,664.6,664.4,666.5,657.8,32.17K,0.03%
2016-07-20,664.4,671.1,672.3,659.5,37.56K,-1.00%
2016-07-19,671.1,670.4,673.2,663.6,30.40K,0.11%
2016-07-18,670.4,676.3,680.4,664.6,42.58K,-0.88%
2016-07-17,676.3,660.7,680.9,660.1,46.84K,2.37%
2016-07-16,660.7,664.2,665.4,655.7,20.39K,-0.53%
2016-07-15,664.2,657.3,667.5,656.5,35.83K,1.06%
2016-07-14,657.3,661.2,661.9,646.3,48.20K,-0.59%
2016-07-13,661.2,670.6,672,656,62.96K,-1.40%
2016-07-12,670.6,646.7,673.2,644.6,66.59K,3.69%
2016-07-11,646.7,647.1,657.5,640,45.94K,-0.06%
2016-07-10,647.1,651.8,652,636.8,29.26K,-0.72%
2016-07-09,651.8,662.8,663.5,620.7,96.01K,-1.65%
2016-07-08,662.8,635.3,663.4,630.2,75.89K,4.33%
2016-07-07,635.3,672.7,676.2,605,153.61K,-5.57%
2016-07-06,672.7,663.7,678.4,662.2,47.05K,1.36%
2016-07-05,663.7,675.2,679.2,657.3,54.64K,-1.70%
2016-07-04,675.2,661.6,679,644,63.91K,2.04%
2016-07-03,661.6,698.1,701.5,644.6,99.27K,-5.22%
2016-07-02,698.1,674.6,700.5,671.5,67.38K,3.48%
2016-07-01,674.6,670,685.1,661.1,92.23K,0.68%
2016-06-30,670,636.5,673,631.2,88.20K,5.26%
2016-06-29,636.5,644.9,645.9,621.8,80.22K,-1.29%
2016-06-28,644.9,644.7,659.3,634.3,76.66K,0.04%
2016-06-27,644.7,625.4,650.3,615.2,99.81K,3.08%
2016-06-26,625.4,663.5,665.2,609.9,88.93K,-5.74%
2016-06-25,663.5,656.9,688.1,640.8,100.46K,1.01%
2016-06-24,656.9,620.8,687.4,616.4,196.69K,5.81%
2016-06-23,620.8,590.6,629.5,539.3,261.74K,5.13%
2016-06-22,590.6,667.4,677.8,586.6,202.32K,-11.51%
2016-06-21,667.4,734,732.2,626,248.08K,-9.07%
2016-06-20,734,761,764.6,717.4,112.29K,-3.56%
2016-06-19,761,753.8,765.1,740.4,60.45K,0.96%
2016-06-18,753.8,743.9,776,727.1,120.53K,1.33%
2016-06-17,743.9,761.2,771.9,704.2,215.87K,-2.27%
2016-06-16,761.2,690.8,769.7,687.4,229.57K,10.20%
2016-06-15,690.8,685.1,695.1,670.5,78.62K,0.82%
2016-06-14,685.1,700.1,702.5,654.7,135.65K,-2.13%
2016-06-13,700.1,666.5,718.2,652.8,216.73K,5.03%
2016-06-12,666.5,591.6,683.8,592.8,217.38K,12.67%
2016-06-11,591.6,577.9,592.6,576.3,42.22K,2.37%
2016-06-10,577.9,574.7,579.3,571.1,45.50K,0.56%
2016-06-09,574.7,580.5,580.7,569.3,48.61K,-1.00%
2016-06-08,580.5,575.6,582.4,567.8,49.60K,0.86%
2016-06-07,575.6,583.6,591.3,543.6,84.69K,-1.37%
2016-06-06,583.6,574.9,586.7,571.7,63.68K,1.51%
2016-06-05,574.9,572,583.6,567.8,64.52K,0.52%
2016-06-04,572,567,592.7,560.9,87.41K,0.87%
2016-06-03,567,537.1,573.7,534.3,106.25K,5.57%
2016-06-02,537.1,537.4,541.5,530.5,52.88K,-0.06%
2016-06-01,537.4,528.9,542.3,521.3,72.41K,1.60%
2016-05-31,528.9,532.3,546.9,513.2,114.08K,-0.63%
2016-05-30,532.3,516,544.2,512.8,77.53K,3.14%
2016-05-29,516,524.2,548,493.2,152.57K,-1.56%
2016-05-28,524.2,474,531.8,467,150.17K,10.58%
